"Extensions and Themes are an essential component of the Magento Ecosystem. Please visit the Magento Marketplace to see the latest innovations that developers have created to enhance your Magento Store.","Les Extensions et les Thèmes sont des composants essentiels de l'écosystème de Magento. Vous pouvez visiter le marketplace Magento pour voir les dernières innovations que les développeurs ont créés pour améliorer votre boutique Magento.",module,Magento_Marketplace
"Featured Platinum Partners","Notre sélection de partenaires Platinium",module,Magento_Marketplace
"Find Partners & Extensions","Trouver des partenaires & extensions",module,Magento_Marketplace
"Magento has a thriving ecosystem of technology partners to help merchants and brands deliver the best possible customer experiences. They are recognized as experts in eCommerce, search, email marketing, payments, tax, fraud, optimization and analytics, fulfillment, and more. Visit the Magento Partner Directory to see all of our trusted partners.","Magento possède un riche écosystème de partenaires technologiques afin d'aider les marchands et les marques à offrir les meilleurs expériences client possibles. Ils sont reconnus comme experts dans les domaine du eCommerce, recherche, email marketing, paiements, taxes, fraudes, optimisations et analyses, réalisations et plus encore. Visitez notre annuaire pour voir tous les partenaires de confiance.",module,Magento_Marketplace
"Magento Marketplace","Marketplace Magento",module,Magento_Marketplace
"More Partners","Plus de partenaires",module,Magento_Marketplace
"No partners were found","Aucun partenaire trouvé",module,Magento_Marketplace
"Partner Page","Page du partenaire",module,Magento_Marketplace
"Partners","Partenaires",module,Magento_Marketplace
"Partner search","Recherche de partenaires",module,Magento_Marketplace
"Platinum Partners","Partenaires Platinum",module,Magento_Marketplace
"Read More","En savoir plus",module,Magento_Marketplace
"Representing Magento's highest level of partner engagement, Magento Platinum Partners have established themselves as leaders and innovators of key products and services designed to help merchants and brands grow their business. Magento reserves the Platinum level for select trusted partners that are committed to offering integrations of commerce features, functions, and tools, as well as back-end systems and operations, to extend and enhance the power of the Magento commerce platform.","Représentant le plus haut niveau d'engagement des partenaires Magento, les Partenaires Platinum Magento sont les leaders et les innovateurs des produits clés et des services essentiels pour aider les marchands et les marques à développer leur entreprise. Magento réserve le niveau Platinum à une sélection de partenaires qui se sont engagés à offrir des fontionnalités de commerce, des outils ainsi que des systèmes et opérations back-end, pour étendre et améliorer la puissance de la plateforme de commerce Magento.",module,Magento_Marketplace
"Representing Magento's highest level of partner engagement, Magento Platinum Partners have established themselves as leaders and innovators of key products and services designed to help merchants and brands grow their business. Magento reserves the Platinum level for select trusted partners that are committed to offering integrations of commerce features, functions, and tools, as well as back-end systems and operations, to extend and enhance the power of the Magento commerce platform.","Représentant le plus haut niveau d'engagement des partenaires Magento, les Partenaires Platinum Magento sont les leaders et les innovateurs des produits clés et des services essentiels pour aider les marchands et les marques à développer leur entreprise. Magento réserve le niveau Platinum à une sélection de partenaires qui se sont engagés à offrir des fontionnalités de commerce, des outils ainsi que des systèmes et opérations back-end, pour étendre et améliorer la puissance de la plateforme de commerce Magento.",module,Magento_Marketplace
"Visit Magento Marketplaces","Visitez le marketplace Magento",module,Magento_Marketplace
